web-scraper-order,web-scraper-start-url,brand_raw,year_raw,km_raw,ps_raw,place_raw,price_raw,modell_raw,gear_raw,fuel_raw
"1671628666-510,""https://www.autolina.ch/carList/page/27?region=ZH"",""SKODA"",""2022"",""250"",""299"",""8623 Wetzikon / ZH"",""67'850"",""Enyaq Coupé RS iV 80 4x4"",""Automat"",""Elektro"""
"1671628670-511,""https://www.autolina.ch/carList/page/26?region=ZH"",""TOYOTA"",""2011"",""89'000"",""68"",""8484 Weisslingen / ZH"",""5'250"",""Aygo 1.0 Linea Terra"",""Handschaltung"",""weiss"""
"1671628670-512,""https://www.autolina.ch/carList/page/26?region=ZH"",""FORD"",""2021"",""22'500"",""null"",""8610 Uster / ZH"",""38'900"",""Focus 2.3 EcoB ST"",""Benzin"",""blau"""
"1671628670-513,""https://www.autolina.ch/carList/page/26?region=ZH"",""FORD"",""null"",""7"",""150"",""8610 Uster / ZH"",""58'130"",""S-Max 2.5 Hybrid ST-Line 7P"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628670-514,""https://www.autolina.ch/carList/page/26?region=ZH"",""AUDI"",""2018"",""34'400"",""605"",""8634 Hombrechtikon / ZH"",""92'800"",""RS6 Avant 4.0 TFSI V8 p"",""Automat"",""Benzin"""
"1671628670-515,""https://www.autolina.ch/carList/page/26?region=ZH"",""SEAT"",""null"",""110"",""null"",""8413 Neftenbach / ZH"",""29'900"",""Ibiza 1.0 TSI 110 Hola FR DSG"",""Benzin"",""blau"""
"1671628670-516,""https://www.autolina.ch/carList/page/26?region=ZH"",""VW"",""2021"",""17'550"",""95"",""8051 Zürich / ZH"",""24'900"",""Polo Highline"",""Automat"",""Benzin"""
"1671628670-517,""https://www.autolina.ch/carList/page/26?region=ZH"",""NISSAN"",""null"",""0"",""130"",""8304 Wallisellen / ZH"",""32'280"",""Townstar 1.3 DIG-T 130 N-Connecta"",""Handschaltung"",""Benzin"""
"1671628670-518,""https://www.autolina.ch/carList/page/26?region=ZH"",""MERCEDES-BENZ"",""2019"",""71'000"",""136"",""8302 Kloten / ZH"",""25'700"",""A 180 Progressive"",""Automat"",""Benzin"""
"1671628670-519,""https://www.autolina.ch/carList/page/26?region=ZH"",""MERCEDES-BENZ"",""null"",""100"",""224"",""8302 Kloten / ZH"",""62'500"",""B 250 4Matic AMG Line"",""Automat"",""Benzin"""
"1671628670-520,""https://www.autolina.ch/carList/page/26?region=ZH"",""FORD"",""null"",""5"",""152"",""8610 Uster / ZH"",""51'980"",""Kuga 2.5 Plug-in Hybrid ST-Line X"",""Automat"",""Plug-in-Hybrid Benzin/Elektro"""
"1671628670-521,""https://www.autolina.ch/carList/page/26?region=ZH"",""FORD"",""null"",""30"",""122"",""8810 Horgen / ZH"",""37'250"",""Tourneo Connect 2.0 EcoBlue 122 Active 4x4"",""Handschaltung"",""Diesel"""
"1671628670-522,""https://www.autolina.ch/carList/page/26?region=ZH"",""AUDI"",""2022"",""22'500"",""204"",""8706 Feldmeilen / ZH"",""58'999"",""Q5 SB 40 TDI advanced qu"",""Automat"",""Diesel"""
"1671628670-523,""https://www.autolina.ch/carList/page/26?region=ZH"",""FIAT"",""2020"",""17'000"",""150"",""8630 Rüti / ZH"",""27'850"",""500X 2.0MJ Sport 4x4"",""Automat"",""Diesel"""
"1671628670-524,""https://www.autolina.ch/carList/page/26?region=ZH"",""MERCEDES-BENZ"",""2021"",""25'000"",""194"",""8305 Dietlikon / ZH"",""59'600"",""E 220 d AMG Line 4Matic"",""Automat"",""Diesel"""
"1671628670-525,""https://www.autolina.ch/carList/page/26?region=ZH"",""MERCEDES-BENZ"",""null"",""20"",""544"",""8305 Dietlikon / ZH"",""191'600"",""EQS 580 4Matic Release Edition"",""Automat"",""Elektro"""
"1671628673-526,""https://www.autolina.ch/carList/page/25?region=ZH"",""PORSCHE"",""1970"",""8'651"",""110"",""8952 Schlieren / ZH"",""105'000"",""914 - 6 / GT"",""Handschaltung"",""Benzin"""
"1671628673-527,""https://www.autolina.ch/carList/page/25?region=ZH"",""PORSCHE"",""2014"",""62'000"",""560"",""8952 Schlieren / ZH"",""128'500"",""911 Turbo S Cabriolet"",""Automat"",""Benzin"""
"1671628673-528,""https://www.autolina.ch/carList/page/25?region=ZH"",""PORSCHE"",""1967"",""600"",""180"",""8952 Schlieren / ZH"",""239'500"",""911 2.0 S"",""Handschaltung"",""rot"""
"1671628673-529,""https://www.autolina.ch/carList/page/25?region=ZH"",""FORD"",""null"",""131"",""null"",""8472 Seuzach / ZH"",""44'500"",""Transit Chassis-Kabine 330L1 Trend"",""Diesel"",""weiss"""
"1671628673-530,""https://www.autolina.ch/carList/page/25?region=ZH"",""FORD"",""2022"",""1'722"",""131"",""8472 Seuzach / ZH"",""39'900"",""Transit Van 330 L2H2 2.0 EcoBlue 130 Trend"",""Handschaltung"",""Diesel"""
"1671628673-531,""https://www.autolina.ch/carList/page/25?region=ZH"",""FORD"",""2019"",""33'640"",""238"",""8472 Seuzach / ZH"",""37'900"",""Edge 2.0 EcoBlue 238 Vignale"",""Automat"",""Diesel"""
"1671628673-532,""https://www.autolina.ch/carList/page/25?region=ZH"",""CHEVROLET"",""2020"",""15'900"",""466"",""8906 Bonstetten / ZH"",""99'900"",""Corvette Grand Sport 3LT Final Edition"",""Handschaltung"",""Benzin"""
"1671628673-533,""https://www.autolina.ch/carList/page/25?region=ZH"",""FORD"",""2022"",""42"",""152"",""8472 Seuzach / ZH"",""46'810"",""Kuga 2.5 Hybrid Cool & Connect"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628673-534,""https://www.autolina.ch/carList/page/25?region=ZH"",""FORD"",""2019"",""35'470"",""238"",""8472 Seuzach / ZH"",""38'500"",""Edge 2.0 EcoBlue 238 Vignale"",""Automat"",""Diesel"""
"1671628673-535,""https://www.autolina.ch/carList/page/25?region=ZH"",""SEAT"",""2021"",""41'900"",""300"",""8630 Rüti / ZH"",""39'999"",""Ateca 2.0TSI 4Drive"",""Automat"",""Benzin"""
"1671628673-536,""https://www.autolina.ch/carList/page/25?region=ZH"",""VW"",""2022"",""12'500"",""110"",""8600 Dübendorf / ZH"",""26'900"",""Polo PA Style"",""Automat"",""Benzin"""
"1671628673-537,""https://www.autolina.ch/carList/page/25?region=ZH"",""FORD"",""2019"",""69'500"",""130"",""8610 Uster / ZH"",""28'800"",""Transit Van 350 L3H2 2.0 EcoBlue 130 Trend"",""Handschaltung"",""Diesel"""
"1671628673-538,""https://www.autolina.ch/carList/page/25?region=ZH"",""VW"",""2022"",""22'000"",""95"",""8600 Dübendorf / ZH"",""24'900"",""Polo PA Life"",""Automat"",""Benzin"""
"1671628673-539,""https://www.autolina.ch/carList/page/25?region=ZH"",""CITROEN"",""2017"",""47'500"",""82"",""8484 Weisslingen / ZH"",""9'200"",""C1 1.2 VTi Shine Ed."",""Handschaltung"",""schwarz"""
"1671628673-540,""https://www.autolina.ch/carList/page/25?region=ZH"",""PEUGEOT"",""2016"",""115'000"",""82"",""8484 Weisslingen / ZH"",""8'700"",""2008 1.2 VTI Active"",""Handschaltung"",""grau"""
"1671628677-541,""https://www.autolina.ch/carList/page/24?region=ZH"",""CITROEN"",""2010"",""116'000"",""60"",""8180 Bülach / ZH"",""3'400"",""C3 1.1i Furio"",""Handschaltung"",""Benzin"""
"1671628677-542,""https://www.autolina.ch/carList/page/24?region=ZH"",""MERCEDES-BENZ"",""2015"",""133'000"",""170"",""8180 Bülach / ZH"",""23'900"",""C 220 BlueTEC AMG Line 7G-Tronic"",""Automat"",""Diesel"""
"1671628677-543,""https://www.autolina.ch/carList/page/24?region=ZH"",""FIAT"",""2016"",""161'000"",""130"",""8409 Winterthur / ZH"",""15'990"",""Ducato 35 2.3 MJ"",""Handschaltung"",""Diesel"""
"1671628677-544,""https://www.autolina.ch/carList/page/24?region=ZH"",""RENAULT"",""2002"",""114'000"",""98"",""8409 Winterthur / ZH"",""1'990"",""Clio 1.4 16V Expression Confort"",""Handschaltung"",""Benzin"""
"1671628677-545,""https://www.autolina.ch/carList/page/24?region=ZH"",""FORD"",""2012"",""161'000"",""150"",""8409 Winterthur / ZH"",""14'900"",""Ranger XL 2.2 TDCi 4x4"",""Handschaltung"",""Diesel"""
"1671628677-546,""https://www.autolina.ch/carList/page/24?region=ZH"",""PEUGEOT"",""2016"",""171'000"",""110"",""8409 Winterthur / ZH"",""6'990"",""308 SW 1.2 THP Active"",""Handschaltung"",""Benzin"""
"1671628677-547,""https://www.autolina.ch/carList/page/24?region=ZH"",""FIAT"",""2010"",""123'000"",""70"",""8409 Winterthur / ZH"",""2'700"",""Panda 1.2 Active"",""Handschaltung"",""Benzin"""
"1671628677-548,""https://www.autolina.ch/carList/page/24?region=ZH"",""VW"",""2015"",""161'000"",""84"",""8409 Winterthur / ZH"",""14'500"",""T5 2.0 TDI Entry"",""Handschaltung"",""Diesel"""
"1671628677-549,""https://www.autolina.ch/carList/page/24?region=ZH"",""HONDA"",""2016"",""123'000"",""160"",""8409 Winterthur / ZH"",""15'990"",""CR-V 1.6 i-DTEC Elegance 4WD"",""Handschaltung"",""Diesel"""
"1671628677-550,""https://www.autolina.ch/carList/page/24?region=ZH"",""AUDI"",""2014"",""130'000"",""450"",""8620 Wetzikon / ZH"",""33'900"",""RS4 Avant 4.2 FSI V8 quattro S-tronic"",""Automat"",""Benzin"""
"1671628677-551,""https://www.autolina.ch/carList/page/24?region=ZH"",""VW"",""2010"",""99'000"",""140"",""8620 Wetzikon / ZH"",""17'900"",""Sharan 2.0 TDI BlueMotion Technology Comfortline"",""Handschaltung"",""Diesel"""
"1671628677-552,""https://www.autolina.ch/carList/page/24?region=ZH"",""MINI"",""2020"",""33'000"",""231"",""8048 Adliswil / ZH"",""41'900"",""Cooper JCW Cabriolet"",""Automat"",""Benzin"""
"1671628677-553,""https://www.autolina.ch/carList/page/24?region=ZH"",""MINI"",""2021"",""5'000"",""192"",""8048 Adliswil / ZH"",""38'900"",""Cooper S"",""Automat"",""Benzin"""
"1671628677-554,""https://www.autolina.ch/carList/page/24?region=ZH"",""BMW"",""2019"",""47'000"",""190"",""8048 Adliswil / ZH"",""46'900"",""X3 20d Ind.M Sport"",""Automat"",""Diesel"""
"1671628677-555,""https://www.autolina.ch/carList/page/24?region=ZH"",""VW"",""2012"",""131'990"",""211"",""8910 Affoltern am Albis / ZH"",""15'900"",""Passat Variant 2.0 TSI Highline DSG"",""Automat"",""Benzin"""
"1671628680-556,""https://www.autolina.ch/carList/page/23?region=ZH"",""SKODA"",""2019"",""29'584"",""150"",""8604 Hegnau-Volketswil / ZH"",""21'980"",""SCALA 1.5 TSI Style DSG"",""Automat"",""Benzin"""
"1671628680-557,""https://www.autolina.ch/carList/page/23?region=ZH"",""BMW"",""2020"",""61'800"",""320"",""8953 Dietikon / ZH"",""73'900"",""840d"",""Automat"",""Diesel"""
"1671628680-558,""https://www.autolina.ch/carList/page/23?region=ZH"",""BMW"",""2020"",""39'000"",""190"",""8953 Dietikon / ZH"",""52'900"",""X3 20d Ind.M Sport"",""Automat"",""Diesel"""
"1671628680-559,""https://www.autolina.ch/carList/page/23?region=ZH"",""HONDA"",""2012"",""73'000"",""100"",""8604 Volketswil / ZH"",""8'900"",""Jazz 1.4i Exclusive"",""Handschaltung"",""Benzin"""
"1671628680-560,""https://www.autolina.ch/carList/page/23?region=ZH"",""HONDA"",""2011"",""66'000"",""88"",""8604 Volketswil / ZH"",""9'900"",""Insight 1.3i Hybrid Elegance CVT"",""Automat"",""Voll-Hybrid Benzin/Elektro"""
"1671628680-561,""https://www.autolina.ch/carList/page/23?region=ZH"",""HONDA"",""2017"",""117'000"",""160"",""8604 Volketswil / ZH"",""19'900"",""CR-V 1.6 i-DTEC Executive 4WD Automatic"",""Automat"",""Diesel"""
"1671628680-562,""https://www.autolina.ch/carList/page/23?region=ZH"",""LAND ROVER"",""2018"",""81'900"",""380"",""8604 Volketswil / ZH"",""63'500"",""RR Velar R-Dyn. P 380 HSE"",""Automat"",""Benzin"""
"1671628680-563,""https://www.autolina.ch/carList/page/23?region=ZH"",""VOLVO"",""2015"",""134'000"",""224"",""8309 Nürensdorf / ZH"",""31'890"",""XC90 2.0 D5 Inscription 5P. AWD"",""Automat"",""Diesel"""
"1671628680-564,""https://www.autolina.ch/carList/page/23?region=ZH"",""BMW"",""2011"",""106'000"",""177"",""8309 Nürensdorf / ZH"",""13'890"",""X1 20d"",""Automat"",""Diesel"""
"1671628680-565,""https://www.autolina.ch/carList/page/23?region=ZH"",""TOYOTA"",""2014"",""59'000"",""99"",""8309 Nürensdorf / ZH"",""12'980"",""Yaris 1.33 VVT-i Sol Premiuml MdS"",""Automat"",""Benzin"""
"1671628680-566,""https://www.autolina.ch/carList/page/23?region=ZH"",""MERCEDES-BENZ"",""2016"",""98'000"",""258"",""8309 Nürensdorf / ZH"",""42'890"",""GLE 350 d Coupé"",""Automat"",""Diesel"""
"1671628680-567,""https://www.autolina.ch/carList/page/23?region=ZH"",""MERCEDES-BENZ"",""2018"",""86'000"",""197"",""8309 Nürensdorf / ZH"",""38'480"",""C 200 AMG Line 4matic Coupé"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628680-568,""https://www.autolina.ch/carList/page/23?region=ZH"",""PORSCHE"",""2015"",""67'000"",""440"",""8309 Nürensdorf / ZH"",""55'890"",""Panamera 4.8 V8 GTS PDK"",""Automat"",""Benzin"""
"1671628680-569,""https://www.autolina.ch/carList/page/23?region=ZH"",""BMW"",""2019"",""55'000"",""258"",""8408 Winterthur / ZH"",""39'800"",""330d Edition M Sport Steptronic | CH Gratis Service | Erstbe"",""Automat"",""Diesel"""
"1671628680-570,""https://www.autolina.ch/carList/page/23?region=ZH"",""JEEP"",""2014"",""149'950"",""250"",""8180 Bülach / ZH"",""21'900"",""Grand Cherokee 3.0 CRD Limited Automatic"",""Automat"",""Diesel"""
"1671628683-571,""https://www.autolina.ch/carList/page/22?region=ZH"",""VW"",""2013"",""114'000"",""86"",""8618 Oetwil am See / ZH"",""8'999"",""Caddy 1.2 TSI"",""Handschaltung"",""Benzin"""
"1671628683-572,""https://www.autolina.ch/carList/page/22?region=ZH"",""MAZDA"",""2017"",""119'000"",""100"",""8618 Oetwil am See / ZH"",""11'900"",""3 SKYACTIV-G 100 Ambition Plus"",""Handschaltung"",""Benzin"""
"1671628683-573,""https://www.autolina.ch/carList/page/22?region=ZH"",""MITSUBISHI"",""2015"",""70'000"",""80"",""8618 Oetwil am See / ZH"",""7'500"",""Space Star 1.2 Celebration 300K"",""Handschaltung"",""Benzin"""
"1671628683-574,""https://www.autolina.ch/carList/page/22?region=ZH"",""BMW"",""null"",""10"",""327"",""8004 Zürich / ZH"",""114'600"",""iX 40"",""Automat"",""Elektro"""
"1671628683-575,""https://www.autolina.ch/carList/page/22?region=ZH"",""VW"",""null"",""5"",""190"",""8604 Hegnau-Volketswil / ZH"",""35'980"",""T-ROC 2.0 TSI Sport DSG 4Motion"",""Automat"",""Benzin"""
"1671628683-576,""https://www.autolina.ch/carList/page/22?region=ZH"",""MERCEDES-BENZ"",""2019"",""25'900"",""469"",""8620 Wetzikon / ZH"",""129'900"",""S 560 Maybach 4Matic 9G-Tronic"",""Automat"",""Benzin"""
"1671628683-577,""https://www.autolina.ch/carList/page/22?region=ZH"",""MERCEDES-BENZ"",""2019"",""119'900"",""330"",""8305 Dietlikon / ZH"",""67'900"",""GLE 400 d 4Matic AMG Line 9G-Tronic 7-PLÄTZE"",""Automat"",""Diesel"""
"1671628683-578,""https://www.autolina.ch/carList/page/22?region=ZH"",""SKODA"",""2017"",""108'500"",""190"",""8305 Dietlikon / ZH"",""25'900"",""Superb Combi 2.0 TDi L&K 4x4 DSG"",""Automat"",""Diesel"""
"1671628683-579,""https://www.autolina.ch/carList/page/22?region=ZH"",""NISSAN"",""2021"",""20'700"",""217"",""8305 Dietlikon / ZH"",""30'900"",""Leaf e+ Tekna (incl. battery)"",""Automat"",""Elektro"""
"1671628683-580,""https://www.autolina.ch/carList/page/22?region=ZH"",""RENAULT"",""2020"",""31'900"",""101"",""8305 Dietlikon / ZH"",""17'500"",""Clio 1.0 Intens CVT"",""Automat"",""Benzin"""
"1671628683-581,""https://www.autolina.ch/carList/page/22?region=ZH"",""VW"",""2018"",""97'400"",""150"",""8305 Dietlikon / ZH"",""20'900"",""Passat Variant 2.0 TDI BMT Comfortline DSG"",""Automat"",""Diesel"""
"1671628683-582,""https://www.autolina.ch/carList/page/22?region=ZH"",""AUDI"",""2017"",""54'500"",""190"",""8305 Dietlikon / ZH"",""33'900"",""A6 Avant 2.0 TDI quattro S-tronic"",""Automat"",""Diesel"""
"1671628683-583,""https://www.autolina.ch/carList/page/22?region=ZH"",""BMW"",""2019"",""28'500"",""258"",""8305 Dietlikon / ZH"",""46'500"",""330i Steptronic M Sport"",""Automat"",""Benzin"""
"1671628683-584,""https://www.autolina.ch/carList/page/22?region=ZH"",""BMW"",""2018"",""34'600"",""170"",""8305 Dietlikon / ZH"",""22'900"",""i3 (94Ah)"",""Automat"",""Elektro"""
"1671628683-585,""https://www.autolina.ch/carList/page/22?region=ZH"",""BMW"",""2019"",""24'337"",""190"",""8604 Hegnau-Volketswil / ZH"",""34'950"",""420 d Gran Coupé M Sport Steptronic"",""Automat"",""Diesel"""
"1671628687-586,""https://www.autolina.ch/carList/page/21?region=ZH"",""BMW"",""2014"",""224'000"",""184"",""8603 Schwerzenbach / ZH"",""12'000"",""320d Touring Steptronic"",""Automat"",""Diesel"""
"1671628687-587,""https://www.autolina.ch/carList/page/21?region=ZH"",""AUDI"",""2010"",""106'000"",""211"",""8603 Schwerzenbach / ZH"",""16'500"",""Q5 2.0 TFSI quattro S-tronic"",""Automat"",""Benzin"""
"1671628687-588,""https://www.autolina.ch/carList/page/21?region=ZH"",""BMW"",""2020"",""41'000"",""252"",""8603 Schwerzenbach / ZH"",""51'500"",""530i Pure M Sport Edition Steptronic"",""Automat"",""Benzin"""
"1671628687-589,""https://www.autolina.ch/carList/page/21?region=ZH"",""MERCEDES-BENZ"",""2019"",""94'000"",""333"",""8603 Schwerzenbach / ZH"",""37'500"",""C 400 AMG Line 4Matic 9G-Tronic"",""Automat"",""Benzin"""
"1671628687-590,""https://www.autolina.ch/carList/page/21?region=ZH"",""LAMBORGHINI"",""2022"",""4'200"",""640"",""8048 Zürich / ZH"",""395'000"",""Huracan STO Coupé DCT RWD"",""Automat"",""Benzin"""
"1671628687-591,""https://www.autolina.ch/carList/page/21?region=ZH"",""MERCEDES-BENZ"",""null"",""100"",""585"",""8048 Zürich / ZH"",""389'000"",""G 63 AMG 4x4 hoch 2"",""Automat"",""Benzin"""
"1671628687-592,""https://www.autolina.ch/carList/page/21?region=ZH"",""KIA"",""2005"",""195'000"",""65"",""8340 Hinwil / ZH"",""1'900"",""Picanto 1.1 EX"",""Automat"",""Benzin"""
"1671628687-593,""https://www.autolina.ch/carList/page/21?region=ZH"",""AUDI"",""2006"",""233'000"",""140"",""8340 Hinwil / ZH"",""3'900"",""A3 Sportback 2.0 TDI Ambiente"",""Handschaltung"",""Diesel"""
"1671628687-594,""https://www.autolina.ch/carList/page/21?region=ZH"",""MAZDA"",""2009"",""165'000"",""147"",""8340 Hinwil / ZH"",""4'300"",""6 2.0 16V Exclusive"",""Handschaltung"",""Benzin"""
"1671628687-595,""https://www.autolina.ch/carList/page/21?region=ZH"",""DAIHATSU"",""2003"",""101'000"",""102"",""8340 Hinwil / ZH"",""1'900"",""Sirion 1.3 4x4"",""Handschaltung"",""Benzin"""
"1671628687-596,""https://www.autolina.ch/carList/page/21?region=ZH"",""NISSAN"",""2011"",""138'000"",""86"",""8340 Hinwil / ZH"",""4'300"",""NV200 1.5 dCi 85 Comfort"",""Handschaltung"",""Diesel"""
"1671628687-597,""https://www.autolina.ch/carList/page/21?region=ZH"",""OPEL"",""2011"",""187'000"",""160"",""8340 Hinwil / ZH"",""4'900"",""Insignia Sports Tourer 2.0 CDTI Sport 4WD"",""Handschaltung"",""Diesel"""
"1671628687-598,""https://www.autolina.ch/carList/page/21?region=ZH"",""MAZDA"",""2008"",""197'000"",""145"",""8340 Hinwil / ZH"",""3'900"",""5 2.0 16V Confort"",""Handschaltung"",""Benzin"""
"1671628687-599,""https://www.autolina.ch/carList/page/21?region=ZH"",""CHEVROLET"",""2011"",""124'000"",""167"",""8618 Oetwil am See / ZH"",""6'999"",""Captiva 2.4 LT 4WD"",""Handschaltung"",""Benzin"""
"1671628687-600,""https://www.autolina.ch/carList/page/21?region=ZH"",""NISSAN"",""2001"",""109'000"",""114"",""8340 Hinwil / ZH"",""2'900"",""Almera 1.8 16V Ambience"",""Handschaltung"",""Benzin"""
"1671628690-601,""https://www.autolina.ch/carList/page/20?region=ZH"",""VW"",""2022"",""1'100"",""204"",""8408 Winterthur-Wülflingen / ZH"",""78'895"",""T6.1 Multivan 2.0 Bi-TDI Comfortline Edit. 4Mot. DSG"",""Automat"",""Diesel"""
"1671628690-602,""https://www.autolina.ch/carList/page/20?region=ZH"",""CUPRA"",""2021"",""9'290"",""300"",""8408 Winterthur-Wülflingen / ZH"",""44'895"",""Ateca 2.0TSI 4Drive DSG"",""Automat"",""Benzin"""
"1671628690-603,""https://www.autolina.ch/carList/page/20?region=ZH"",""VW"",""2022"",""2'400"",""204"",""8408 Winterthur-Wülflingen / ZH"",""76'895"",""T6.1 Multivan 2.0 Bi-TDI Comfortline Edit. 4Mot. DSG"",""Automat"",""Diesel"""
"1671628690-604,""https://www.autolina.ch/carList/page/20?region=ZH"",""BMW"",""2016"",""86'500"",""431"",""8408 Winterthur-Wülflingen / ZH"",""55'895"",""M3 Drivelogic"",""Automat"",""Benzin"""
"1671628690-605,""https://www.autolina.ch/carList/page/20?region=ZH"",""VW"",""2022"",""1'200"",""204"",""8408 Winterthur-Wülflingen / ZH"",""76'895"",""T6.1 Multivan 2.0 Bi-TDI Comfortline Edit. 4Mot. DSG"",""Automat"",""Diesel"""
"1671628690-606,""https://www.autolina.ch/carList/page/20?region=ZH"",""MITSUBISHI"",""2018"",""86'700"",""150"",""8174 Stadel bei Niederglatt / ZH"",""18'900"",""ASX 2.2 DID Diamond 4WD Automatic"",""Automat"",""Diesel"""
"1671628690-607,""https://www.autolina.ch/carList/page/20?region=ZH"",""FORD"",""2019"",""74'500"",""130"",""8408 Winterthur-Wülflinge / ZH"",""32'900"",""Transit Cust 300 L1 Tre A"",""Automat"",""Diesel"""
"1671628690-608,""https://www.autolina.ch/carList/page/20?region=ZH"",""FORD"",""2019"",""36'500"",""105"",""8408 Winterthur-Wülflinge / ZH"",""27'900"",""Transit Cust 280 L1 Trend"",""Handschaltung"",""Diesel"""
"1671628690-609,""https://www.autolina.ch/carList/page/20?region=ZH"",""MERCEDES-BENZ"",""2017"",""102'900"",""136"",""8408 Winterthur-Wülflinge / ZH"",""26'900"",""Vito 114 BlueTEC L A"",""Automat"",""Diesel"""
"1671628690-610,""https://www.autolina.ch/carList/page/20?region=ZH"",""MERCEDES-BENZ"",""2017"",""102'300"",""136"",""8408 Winterthur-Wülflinge / ZH"",""26'900"",""Vito 114 BlueTEC L A"",""Automat"",""Diesel"""
"1671628690-611,""https://www.autolina.ch/carList/page/20?region=ZH"",""MERCEDES-BENZ"",""2017"",""122'900"",""136"",""8408 Winterthur-Wülflinge / ZH"",""25'900"",""Vito 114 BlueTEC L A"",""Automat"",""Diesel"""
"1671628690-612,""https://www.autolina.ch/carList/page/20?region=ZH"",""HYUNDAI"",""null"",""14"",""120"",""8932 Mettmenstetten / ZH"",""32'100"",""Bayon 1.0 T-GDi 120 Amplia"",""Automat"",""Mild-Hybrid Benzin/Elektro"""
"1671628690-613,""https://www.autolina.ch/carList/page/20?region=ZH"",""CITROEN"",""2018"",""80'000"",""150"",""8932 Mettmenstetten / ZH"",""19'900"",""C4 Grand Spacetourer 2.0 BlueHDi Shine"",""Automat"",""Diesel"""
"1671628690-614,""https://www.autolina.ch/carList/page/20?region=ZH"",""MINI"",""2016"",""57'000"",""231"",""8603 Schwerzenbach / ZH"",""27'500"",""Clubman Cooper John Cooper Works ALL4 Steptronic"",""Automat"",""Benzin"""
"1671628690-615,""https://www.autolina.ch/carList/page/20?region=ZH"",""AUDI"",""2010"",""164'000"",""211"",""8603 Schwerzenbach / ZH"",""11'900"",""A4 2.0 TFSI multitronic"",""Automat"",""Benzin"""
"1671628694-616,""https://www.autolina.ch/carList/page/19?region=ZH"",""SEAT"",""2019"",""52'300"",""190"",""8340 Hinwil / ZH"",""28'900"",""Leon ST 2.0 TSI X-Perience 4Drive DSG*190PS*"",""Automat"",""Benzin"""
"1671628694-617,""https://www.autolina.ch/carList/page/19?region=ZH"",""SMART"",""2021"",""6'000"",""82"",""8305 Dietlikon / ZH"",""26'600"",""Forfour EQ Prime"",""Automat"",""Elektro"""
"1671628694-618,""https://www.autolina.ch/carList/page/19?region=ZH"",""MERCEDES-BENZ"",""2021"",""27'000"",""330"",""8305 Dietlikon / ZH"",""136'600"",""S 400 d AMG Line 4Matic lang"",""Automat"",""Diesel"""
"1671628694-619,""https://www.autolina.ch/carList/page/19?region=ZH"",""MASERATI"",""null"",""530"",""null"",""8404 Winterthur / ZH"",""141'900"",""Grecale 3.0 V6 Trofeo"",""Benzin"",""grau"""
"1671628694-620,""https://www.autolina.ch/carList/page/19?region=ZH"",""AUDI"",""2022"",""4'900"",""204"",""8600 Dübendorf / ZH"",""60'900"",""A4 Avant 40 TDI advanced Attraction"",""Automat"",""Diesel"""
"1671628694-621,""https://www.autolina.ch/carList/page/19?region=ZH"",""AUDI"",""2022"",""3'000"",""150"",""8600 Dübendorf / ZH"",""36'900"",""A3 Sportback 35 TFSI Attraction"",""Automat"",""Benzin"""
"1671628694-622,""https://www.autolina.ch/carList/page/19?region=ZH"",""AUDI"",""2022"",""4'900"",""204"",""8600 Dübendorf / ZH"",""72'900"",""Q4 SB 40 e-tron"",""Automat"",""Elektro"""
"1671628694-623,""https://www.autolina.ch/carList/page/19?region=ZH"",""AUDI"",""2022"",""4'900"",""408"",""8600 Dübendorf / ZH"",""94'900"",""e-tron Sportback 55 advanced"",""Automat"",""Elektro"""
"1671628694-624,""https://www.autolina.ch/carList/page/19?region=ZH"",""AUDI"",""2022"",""4'900"",""340"",""8600 Dübendorf / ZH"",""103'900"",""A6 Avant 55 TFSI sport"",""Automat"",""Benzin"""
"1671628694-625,""https://www.autolina.ch/carList/page/19?region=ZH"",""JAGUAR"",""2019"",""26'500"",""300"",""8196 Wil / ZH"",""39'400"",""XF 30t Chequered Flag AWD"",""Automat"",""Benzin"""
"1671628694-626,""https://www.autolina.ch/carList/page/19?region=ZH"",""KIA"",""2019"",""39'900"",""204"",""8620 Wetzikon / ZH"",""26'800"",""ProCeed 1.6 T-GDi GT DCT - GT-Line - Navi - LED - Kamera - 2"",""Automat"",""Benzin"""
"1671628694-627,""https://www.autolina.ch/carList/page/19?region=ZH"",""VW"",""2019"",""39'800"",""286"",""8620 Wetzikon / ZH"",""69'800"",""Touareg 3.0 TDI R Line Tiptronic - Luftfederung - Panorama -"",""Automat"",""Diesel"""
"1671628694-628,""https://www.autolina.ch/carList/page/19?region=ZH"",""VW"",""2021"",""3'300"",""190"",""8620 Wetzikon / ZH"",""40'800"",""Arteon 2.0 TSI BMT R-Line DSG - Virtual Cockpit - Leder/Alca"",""Automat"",""Benzin"""
"1671628694-629,""https://www.autolina.ch/carList/page/19?region=ZH"",""SKODA"",""2012"",""257'000"",""105"",""8362 Balterswil / ZH"",""6'500"",""Octavia Combi 1.6 TDI Elegance DSG"",""Automat"",""Diesel"""
